sentence,modelo_exemplo,arg1,rel,arg2,n_modelos_concordando
"Em fevereiro de 2013, Beyoncé disse que Madonna a inspirou a assumir o controle de sua própria carreira.",respostaGrok4.0Fast,Madonna,inspirou,a assumir o controle de sua própria carreira,5
"Em fevereiro de 2013, Beyoncé disse que Madonna a inspirou a assumir o controle de sua própria carreira.",respostas_gpt5.5_mini,Beyoncé,disse,que Madonna a inspirou a assumir o controle de sua própria carreira,7
"Em fevereiro de 2013, Beyoncé disse que Madonna a inspirou a assumir o controle de sua própria carreira.",respostas_gpt5.5_mini,Madonna,inspirou,Beyoncé a assumir o controle de sua própria carreira,5
"Em fevereiro de 2013, Beyoncé disse que Madonna a inspirou a assumir o controle de sua própria carreira.",respostasGemini3.1Pro,Beyoncé,disse,que Madonna a inspirou a assumir o controle de sua própria carreira em fevereiro de 2013,7
"Em fevereiro de 2013, Beyoncé disse que Madonna a inspirou a assumir o controle de sua própria carreira.",respostasGemini3.1Pro,Madonna,inspirou,a assumir o controle de sua própria carreira,5
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",Claude_Sonnet5,ninguém,tem,essa voz,3
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",Claude_Sonnet5,ninguém,se move,de o jeito que ela se move,4
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",Claude_Sonnet5,Beyoncé,faz,um álbum,6
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",Claude_Sonnet5,Beyoncé,faz,qualquer coisa,6
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",DptOIE,ninguém,se move,de o jeito que ela se move,4
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",DptOIE,Beyoncé,faz,um álbum,6
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",DptOIE,Beyoncé,faz,qualquer coisa,6
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",Qwen3OIE_4B,Baz Luhrmann,escrevendo,ninguém tem essa voz,4
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",Qwen3OIE_4B,Beyoncé,faz,um álbum,6
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",Qwen3OIE_4B,Beyoncé,faz,qualquer coisa,6
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",respostaDPTOIE-PY,ninguém,tem,essa voz,3
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",respostaDPTOIE-PY,Beyoncé,faz,um álbum,6
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",respostaDPTOIE-PY,Beyoncé,faz,quando qualquer coisa,6
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",respostaGrok4.0Fast,Baz Luhrmann,escrevendo,ninguém tem essa voz,4
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",respostaGrok4.0Fast,Beyoncé,faz,um álbum,6
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",respostaGrok4.0Fast,Beyoncé,faz,qualquer coisa,6
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",respostas_gpt5.5_mini,Baz Luhrmann,escrevendo,ninguém tem essa voz,4
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",respostas_gpt5.5_mini,ninguém,se move,de o jeito que ela se move,4
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",respostas_gpt5.5_mini,Beyoncé,faz,um álbum,6
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",respostas_gpt5.5_mini,Beyoncé,faz,qualquer coisa,6
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",respostasGemini3.1Pro,Baz Luhrmann,escrevendo,ninguém tem essa voz,4
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",respostasGemini3.1Pro,ninguém,tem,essa voz,3
"Em 2013, Beyoncé fez a Lista Time 100, Baz Luhrmann escrevendo ninguém tem essa voz, ninguém se move de o jeito que ela se move, ninguém pode manter uma audiência de o jeito que ela faz... Quando Beyoncé faz um álbum, quando Beyoncé canta uma música, quando Beyoncé faz qualquer coisa, é um evento e é amplamente influente.",respostasGemini3.1Pro,ninguém,se move,de o jeito que ela se move,4
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Claude_Sonnet5,Beyoncé,trabalharia com,Salma Hayek,5
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Claude_Sonnet5,Beyoncé,trabalharia com,Frida Giannini,5
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Claude_Sonnet5,Beyoncé,trabalharia em,uma campanha de a Gucci Chime for Change,3
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Claude_Sonnet5,uma campanha de a Gucci Chime for Change,visa,espalhar o empoderamento feminino,3
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Qwen3OIE_0_6B,Beyoncé,trabalharia com,Salma Hayek,5
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Qwen3OIE_0_6B,Beyoncé,trabalharia com,Frida Giannini,5
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Qwen3OIE_0_6B,uma campanha de a Gucci Chime for Change,visa,espalhar o empoderamento feminino,3
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Qwen3OIE_4B,Beyoncé,trabalharia com,Salma Hayek,5
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Qwen3OIE_4B,Beyoncé,trabalharia com,Frida Giannini,5
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Qwen3OIE_4B,Beyoncé,trabalharia em,uma campanha de a Gucci Chime for Change,3
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",respostaGrok4.0Fast,Beyoncé,trabalharia com,Salma Hayek,5
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",respostaGrok4.0Fast,Beyoncé,trabalharia com,Frida Giannini,5
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",respostaGrok4.0Fast,uma campanha de a Gucci Chime for Change,visa,espalhar o empoderamento feminino,3
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",respostas_gpt5.5_mini,Beyoncé,trabalharia com,Salma Hayek,5
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",respostas_gpt5.5_mini,Beyoncé,trabalharia com,Frida Giannini,5
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",respostas_gpt5.5_mini,Beyoncé,trabalharia em,uma campanha de a Gucci Chime for Change,3
"O Bureau de o Censo de os Estados Unidos estima que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010.",Claude_Sonnet5,O Bureau de o Censo de os Estados Unidos,estima,"que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010",3
"O Bureau de o Censo de os Estados Unidos estima que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010.",Claude_Sonnet5,a população de Montana,era,1.032.949 em 1º de julho de 2015,6
"O Bureau de o Censo de os Estados Unidos estima que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010.",DptOIE,O Bureau de o Censo de os Estados Unidos,estima,"que a população de Montana era 1.032.949 em 1º de julho de 2015 , um aumento de 4,40 %",3
"O Bureau de o Censo de os Estados Unidos estima que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010.",DptOIE,a população de Montana,era,1.032.949 em 1º de julho de 2015,6
"O Bureau de o Censo de os Estados Unidos estima que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010.",LlamaPortOIE3,a população de Montana,era,1.032.949 em 1º de julho de 2015,6
"O Bureau de o Censo de os Estados Unidos estima que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010.",Qwen3OIE_4B,O Bureau de o Censo de os Estados Unidos,estima,"que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010",3
"O Bureau de o Censo de os Estados Unidos estima que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010.",respostaGrok4.0Fast,a população de Montana,era,1.032.949 em 1º de julho de 2015,6
"O Bureau de o Censo de os Estados Unidos estima que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010.",respostas_gpt5.5_mini,a população de Montana,era,1.032.949 em 1º de julho de 2015,6
"O Bureau de o Censo de os Estados Unidos estima que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010.",respostasGemini3.1Pro,a população de Montana,era,1.032.949 em 1º de julho de 2015,6
"O Aeroporto Internacional de Bozeman Yellowstone é o aeroporto mais movimentado de o estado de Montana, superando o Aeroporto Internacional Billings Logan em a primavera de 2013",Claude_Sonnet5,O Aeroporto Internacional de Bozeman Yellowstone,superando,o Aeroporto Internacional Billings Logan em a primavera de 2013,3
"O Aeroporto Internacional de Bozeman Yellowstone é o aeroporto mais movimentado de o estado de Montana, superando o Aeroporto Internacional Billings Logan em a primavera de 2013",respostas_gpt5.5_mini,O Aeroporto Internacional de Bozeman Yellowstone,superando,o Aeroporto Internacional Billings Logan em a primavera de 2013,3
"O Aeroporto Internacional de Bozeman Yellowstone é o aeroporto mais movimentado de o estado de Montana, superando o Aeroporto Internacional Billings Logan em a primavera de 2013",respostasGemini3.1Pro,O Aeroporto Internacional de Bozeman Yellowstone,superando,o Aeroporto Internacional Billings Logan em a primavera de 2013,3
"Na primavera de 1834, Chopin participou de o Festival de Música de o Baixo Reno em Aix-la-Chapelle com Hiller, e foi lá que Chopin conheceu Felix Mendelssohn.",Claude_Sonnet5,Chopin,conheceu,Felix Mendelssohn,9
"Na primavera de 1834, Chopin participou de o Festival de Música de o Baixo Reno em Aix-la-Chapelle com Hiller, e foi lá que Chopin conheceu Felix Mendelssohn.",DptOIE,Chopin,conheceu,Felix Mendelssohn,9
"Na primavera de 1834, Chopin participou de o Festival de Música de o Baixo Reno em Aix-la-Chapelle com Hiller, e foi lá que Chopin conheceu Felix Mendelssohn.",PortNOIE,Chopin Chopin,conheceu,Felix Mendelssohn,9
"Na primavera de 1834, Chopin participou de o Festival de Música de o Baixo Reno em Aix-la-Chapelle com Hiller, e foi lá que Chopin conheceu Felix Mendelssohn.",Qwen3OIE_0_6B,Chopin,conheceu,Felix Mendelssohn,9
"Na primavera de 1834, Chopin participou de o Festival de Música de o Baixo Reno em Aix-la-Chapelle com Hiller, e foi lá que Chopin conheceu Felix Mendelssohn.",Qwen3OIE_4B,Chopin,conheceu,Felix Mendelssohn,9
"Na primavera de 1834, Chopin participou de o Festival de Música de o Baixo Reno em Aix-la-Chapelle com Hiller, e foi lá que Chopin conheceu Felix Mendelssohn.",respostaDPTOIE-PY,Chopin,conheceu,Felix Mendelssohn,9
"Na primavera de 1834, Chopin participou de o Festival de Música de o Baixo Reno em Aix-la-Chapelle com Hiller, e foi lá que Chopin conheceu Felix Mendelssohn.",respostaGrok4.0Fast,Chopin,conheceu,Felix Mendelssohn,9
"Na primavera de 1834, Chopin participou de o Festival de Música de o Baixo Reno em Aix-la-Chapelle com Hiller, e foi lá que Chopin conheceu Felix Mendelssohn.",respostas_gpt5.5_mini,Chopin,conheceu,Felix Mendelssohn,9
"Na primavera de 1834, Chopin participou de o Festival de Música de o Baixo Reno em Aix-la-Chapelle com Hiller, e foi lá que Chopin conheceu Felix Mendelssohn.",respostasGemini3.1Pro,Chopin,conheceu,Felix Mendelssohn,9
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",Claude_Sonnet5,o marido de Solange,fez,um giro de a mão esquerda,5
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",Claude_Sonnet5,o marido de Solange,é,Clésinger,3
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",Claude_Sonnet5,Clésinger,é,o marido de Solange,4
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",Claude_Sonnet5,Clésinger,fez,a máscara mortuária de Chopin,5
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",Claude_Sonnet5,Clésinger,fez,um giro de a mão esquerda,5
