sentence,modelo_exemplo,arg1,rel,arg2,n_modelos_concordando
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Claude_Sonnet5,Chopin,assistindo a,concertos de Carl Friedrich Zelter,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Claude_Sonnet5,Chopin,assistindo a,concertos de Felix Mendelssohn,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Claude_Sonnet5,Chopin,assistindo a,concertos de outras celebridades,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Qwen3OIE_0_6B,Chopin,visitou em,setembro de 1828,4
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Qwen3OIE_4B,Chopin,visitou em,setembro de 1828,4
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Qwen3OIE_4B,Chopin,visitou com,"um amigo de a família, o zoólogo Feliks Jarocki",4
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostaGrok4.0Fast,Chopin,desfrutando de,óperas dirigidas por Gaspare Spontini,4
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostas_gpt5.5_mini,Chopin,visitou com,"um amigo de a família, o zoólogo Feliks Jarocki",4
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostas_gpt5.5_mini,Chopin,desfrutando de,óperas dirigidas por Gaspare Spontini,4
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostas_gpt5.5_mini,Chopin,assistindo a,concertos de Carl Friedrich Zelter,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostas_gpt5.5_mini,Chopin,assistindo a,concertos de Felix Mendelssohn,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostas_gpt5.5_mini,Chopin,assistindo a,concertos de outras celebridades,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostasGemini3.1Pro,Chopin,visitou em,setembro de 1828,4
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostasGemini3.1Pro,Chopin,visitou com,"um amigo de a família, o zoólogo Feliks Jarocki",4
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostasGemini3.1Pro,Chopin,desfrutando de,óperas dirigidas por Gaspare Spontini,4
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostasGemini3.1Pro,Chopin,assistindo a,concertos de Carl Friedrich Zelter,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostasGemini3.1Pro,Chopin,assistindo a,concertos de Felix Mendelssohn,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostasGemini3.1Pro,Chopin,assistindo a,concertos de outras celebridades,3
