sentence,modelo_exemplo,arg1,rel,arg2,n_modelos_concordando
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Claude_Sonnet5,Beyoncé,trabalharia com,Salma Hayek,3
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Claude_Sonnet5,Beyoncé,trabalharia com,Frida Giannini,3
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Claude_Sonnet5,uma campanha de a Gucci Chime for Change,visa,espalhar o empoderamento feminino,3
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Grok4.0Fast,Beyoncé,trabalharia com,Salma Hayek,3
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Grok4.0Fast,Beyoncé,trabalharia com,Frida Giannini,3
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",Grok4.0Fast,uma campanha de a Gucci Chime for Change,visa,espalhar o empoderamento feminino,3
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",respostas_gpt5.5_mini,Beyoncé,trabalharia com,Salma Hayek,3
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",respostas_gpt5.5_mini,Beyoncé,trabalharia com,Frida Giannini,3
"Em 2013, foi anunciado que Beyoncé trabalharia com Salma Hayek e Frida Giannini em uma campanha de a Gucci Chime for Change, que visa espalhar o empoderamento feminino.",respostas_gpt5.5_mini,a campanha de a Gucci Chime for Change,visa,espalhar o empoderamento feminino,3
"O Bureau de o Censo de os Estados Unidos estima que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010.",Claude_Sonnet5,a população de Montana,era,1.032.949 em 1º de julho de 2015,3
"O Bureau de o Censo de os Estados Unidos estima que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010.",Grok4.0Fast,a população de Montana,era,1.032.949 em 1º de julho de 2015,3
"O Bureau de o Censo de os Estados Unidos estima que a população de Montana era 1.032.949 em 1º de julho de 2015, um aumento de 4,40 % desde o Censo de os Estados Unidos de 2010.",respostas_gpt5.5_mini,a população de Montana,era,1.032.949 em 1º de julho de 2015,3
"O Aeroporto Internacional de Bozeman Yellowstone é o aeroporto mais movimentado de o estado de Montana, superando o Aeroporto Internacional Billings Logan em a primavera de 2013",Claude_Sonnet5,O Aeroporto Internacional de Bozeman Yellowstone,superando,o Aeroporto Internacional Billings Logan em a primavera de 2013,4
"O Aeroporto Internacional de Bozeman Yellowstone é o aeroporto mais movimentado de o estado de Montana, superando o Aeroporto Internacional Billings Logan em a primavera de 2013",Grok4.0Fast,O Aeroporto Internacional de Bozeman Yellowstone,superando,o Aeroporto Internacional Billings Logan em a primavera de 2013,4
"O Aeroporto Internacional de Bozeman Yellowstone é o aeroporto mais movimentado de o estado de Montana, superando o Aeroporto Internacional Billings Logan em a primavera de 2013",PTOIE-Flair,O Aeroporto Internacional de Bozeman Yellowstone,superando,o Aeroporto Internacional Billings Logan em a primavera de 2013,4
"O Aeroporto Internacional de Bozeman Yellowstone é o aeroporto mais movimentado de o estado de Montana, superando o Aeroporto Internacional Billings Logan em a primavera de 2013",respostas_gpt5.5_mini,O Aeroporto Internacional de Bozeman Yellowstone,superando,o Aeroporto Internacional Billings Logan em a primavera de 2013,4
"Na primavera de 1834, Chopin participou de o Festival de Música de o Baixo Reno em Aix-la-Chapelle com Hiller, e foi lá que Chopin conheceu Felix Mendelssohn.",Claude_Sonnet5,Chopin,conheceu,Felix Mendelssohn,4
"Na primavera de 1834, Chopin participou de o Festival de Música de o Baixo Reno em Aix-la-Chapelle com Hiller, e foi lá que Chopin conheceu Felix Mendelssohn.",Grok4.0Fast,Chopin,conheceu,Felix Mendelssohn,4
"Na primavera de 1834, Chopin participou de o Festival de Música de o Baixo Reno em Aix-la-Chapelle com Hiller, e foi lá que Chopin conheceu Felix Mendelssohn.",respostaDPTOIE-PY,Chopin,conheceu,Felix Mendelssohn,4
"Na primavera de 1834, Chopin participou de o Festival de Música de o Baixo Reno em Aix-la-Chapelle com Hiller, e foi lá que Chopin conheceu Felix Mendelssohn.",respostas_gpt5.5_mini,Chopin,conheceu,Felix Mendelssohn,4
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",Claude_Sonnet5,Clésinger,é,o marido de Solange,3
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",Claude_Sonnet5,Clésinger,fez,a máscara mortuária de Chopin,3
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",Claude_Sonnet5,Clésinger,fez,um giro de a mão esquerda,3
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",Grok4.0Fast,Clésinger,é,o marido de Solange,3
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",Grok4.0Fast,Clésinger,fez,a máscara mortuária de Chopin,3
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",Grok4.0Fast,Clésinger,fez,um giro de a mão esquerda,3
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",respostas_gpt5.5_mini,Clésinger,é,o marido de Solange,3
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",respostas_gpt5.5_mini,Clésinger,fez,a máscara mortuária de Chopin,3
"Mais tarde naquela manhã, o marido de Solange, Clésinger, fez a máscara mortuária de Chopin e um giro de a mão esquerda.",respostas_gpt5.5_mini,Clésinger,fez,um giro de a mão esquerda,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Claude_Sonnet5,um amigo de a família,é,o zoólogo Feliks Jarocki,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Claude_Sonnet5,Chopin,desfrutando de,óperas dirigidas por Gaspare Spontini,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Claude_Sonnet5,Chopin,assistindo a,concertos de Carl Friedrich Zelter,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Claude_Sonnet5,Chopin,assistindo a,concertos de Felix Mendelssohn,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Claude_Sonnet5,Chopin,assistindo a,concertos de outras celebridades,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Grok4.0Fast,um amigo de a família,é,o zoólogo Feliks Jarocki,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Grok4.0Fast,Chopin,desfrutando de,óperas dirigidas por Gaspare Spontini,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Grok4.0Fast,Chopin,assistindo a,concertos de Carl Friedrich Zelter,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Grok4.0Fast,Chopin,assistindo a,concertos de Felix Mendelssohn,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",Grok4.0Fast,Chopin,assistindo a,concertos de outras celebridades,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostas_gpt5.5_mini,Chopin,desfrutando de,óperas dirigidas por Gaspare Spontini,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostas_gpt5.5_mini,Chopin,assistindo a,concertos de Carl Friedrich Zelter,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostas_gpt5.5_mini,Chopin,assistindo a,concertos de Felix Mendelssohn,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostas_gpt5.5_mini,Chopin,assistindo a,concertos de outras celebridades,3
"Em setembro de 1828, Chopin, ainda estudante, visitou Berlim com um amigo de a família, o zoólogo Feliks Jarocki, desfrutando de óperas dirigidas por Gaspare Spontini e assistindo a concertos de Carl Friedrich Zelter, Felix Mendelssohn e outras celebridades.",respostas_gpt5.5_mini,um amigo de a família,é,o zoólogo Feliks Jarocki,3
"A partir de 1236, o príncipe mongol Kublai, que mais tarde governou como Khagan de 1260 a 1294, recebeu um grande appanage em o norte de a China por seu superior, Ögedei Khan.",Claude_Sonnet5,o príncipe mongol Kublai,recebeu,um grande appanage em o norte de a China,4
"A partir de 1236, o príncipe mongol Kublai, que mais tarde governou como Khagan de 1260 a 1294, recebeu um grande appanage em o norte de a China por seu superior, Ögedei Khan.",Grok4.0Fast,o príncipe mongol Kublai,recebeu,um grande appanage em o norte de a China por seu superior,4
"A partir de 1236, o príncipe mongol Kublai, que mais tarde governou como Khagan de 1260 a 1294, recebeu um grande appanage em o norte de a China por seu superior, Ögedei Khan.",respostaDPTOIE-PY,o príncipe mongol Kublai,recebeu,"A partir de 1236 , um grande appanage em o norte de a China por seu superior , Ögedei Khan",4
"A partir de 1236, o príncipe mongol Kublai, que mais tarde governou como Khagan de 1260 a 1294, recebeu um grande appanage em o norte de a China por seu superior, Ögedei Khan.",respostas_gpt5.5_mini,o príncipe mongol Kublai,recebeu,"um grande appanage em o norte de a China por seu superior, Ögedei Khan",4
"Dreyfus escreve que depois que o Phagmodrupa perdeu seu poder centralizador sobre o Tibete em 1434, várias tentativas de outras famílias para estabelecer hegemonias falharam em os próximos dois séculos até 1642 com a efetiva hegemonia de o 5º Dalai Lama sobre o Tibete.",Claude_Sonnet5,Dreyfus,escreve,"que depois que o Phagmodrupa perdeu seu poder centralizador sobre o Tibete em 1434, várias tentativas de outras famílias para estabelecer hegemonias falharam em os próximos dois séculos até 1642 com a efetiva hegemonia de o 5º Dalai Lama sobre o Tibete",3
"Dreyfus escreve que depois que o Phagmodrupa perdeu seu poder centralizador sobre o Tibete em 1434, várias tentativas de outras famílias para estabelecer hegemonias falharam em os próximos dois séculos até 1642 com a efetiva hegemonia de o 5º Dalai Lama sobre o Tibete.",Grok4.0Fast,Dreyfus,escreve,"que depois que o Phagmodrupa perdeu seu poder centralizador sobre o Tibete em 1434, várias tentativas de outras famílias para estabelecer hegemonias falharam em os próximos dois séculos até 1642 com a efetiva hegemonia de o 5º Dalai Lama sobre o Tibete",3
"Dreyfus escreve que depois que o Phagmodrupa perdeu seu poder centralizador sobre o Tibete em 1434, várias tentativas de outras famílias para estabelecer hegemonias falharam em os próximos dois séculos até 1642 com a efetiva hegemonia de o 5º Dalai Lama sobre o Tibete.",Grok4.0Fast,várias tentativas de outras famílias,falharam,em os próximos dois séculos até 1642 com a efetiva hegemonia de o 5º Dalai Lama sobre o Tibete,3
"Dreyfus escreve que depois que o Phagmodrupa perdeu seu poder centralizador sobre o Tibete em 1434, várias tentativas de outras famílias para estabelecer hegemonias falharam em os próximos dois séculos até 1642 com a efetiva hegemonia de o 5º Dalai Lama sobre o Tibete.",respostaDPTOIE-PY,várias tentativas de outras famílias,falharam,em os próximos dois séculos até 1642 com a efetiva hegemonia de o 5º Dalai Lama sobre o Tibete,3
"Dreyfus escreve que depois que o Phagmodrupa perdeu seu poder centralizador sobre o Tibete em 1434, várias tentativas de outras famílias para estabelecer hegemonias falharam em os próximos dois séculos até 1642 com a efetiva hegemonia de o 5º Dalai Lama sobre o Tibete.",respostas_gpt5.5_mini,Dreyfus,escreve,"que depois que o Phagmodrupa perdeu seu poder centralizador sobre o Tibete em 1434, várias tentativas de outras famílias para estabelecer hegemonias falharam em os próximos dois séculos até 1642 com a efetiva hegemonia de o 5º Dalai Lama sobre o Tibete",3
"Dreyfus escreve que depois que o Phagmodrupa perdeu seu poder centralizador sobre o Tibete em 1434, várias tentativas de outras famílias para estabelecer hegemonias falharam em os próximos dois séculos até 1642 com a efetiva hegemonia de o 5º Dalai Lama sobre o Tibete.",respostas_gpt5.5_mini,várias tentativas de outras famílias para estabelecer hegemonias,falharam,em os próximos dois séculos até 1642 com a efetiva hegemonia de o 5º Dalai Lama sobre o Tibete,3
"Chen Qingying afirma que Tsongkhapa escreveu uma carta para recusar o convite de o Imperador e, nesta resposta, Tsongkhapa escreveu",Claude_Sonnet5,Chen Qingying,afirma,que Tsongkhapa escreveu uma carta para recusar o convite de o Imperador,3
"Chen Qingying afirma que Tsongkhapa escreveu uma carta para recusar o convite de o Imperador e, nesta resposta, Tsongkhapa escreveu",Grok4.0Fast,Chen Qingying,afirma,que Tsongkhapa escreveu uma carta para recusar o convite de o Imperador,3
"Chen Qingying afirma que Tsongkhapa escreveu uma carta para recusar o convite de o Imperador e, nesta resposta, Tsongkhapa escreveu",respostas_gpt5.5_mini,Chen Qingying,afirma,"que Tsongkhapa escreveu uma carta para recusar o convite de o Imperador e, nesta resposta, Tsongkhapa escreveu",3
Klieger escreve que a presença de Altan Khan em o oeste reduziu efetivamente a influência de os Ming e o contato com o Tibete.,Claude_Sonnet5,Klieger,escreve,que a presença de Altan Khan em o oeste reduziu efetivamente a influência de os Ming e o contato com o Tibete,3
Klieger escreve que a presença de Altan Khan em o oeste reduziu efetivamente a influência de os Ming e o contato com o Tibete.,Grok4.0Fast,Klieger,escreve,que a presença de Altan Khan em o oeste reduziu efetivamente a influência de os Ming e o contato com o Tibete,3
Klieger escreve que a presença de Altan Khan em o oeste reduziu efetivamente a influência de os Ming e o contato com o Tibete.,respostas_gpt5.5_mini,Klieger,escreve,que a presença de Altan Khan em o oeste reduziu efetivamente a influência de os Ming e o contato com o Tibete,3
"Depois que Altan Khan fez as pazes com a dinastia Ming em 1571, ele convidou o terceiro hierarca de a Gelug - Sönam Gyatso (1543-1588) - para encontrá-lo em Amdo (Qinghai moderno) em 1578, onde acidentalmente concedeu a ele e seus dois antecessores com o título de Dalai Lama - Professor de o Oceano.",Grok4.0Fast,Altan Khan,convidou,o terceiro hierarca de a Gelug - Sönam Gyatso (1543-1588) - para encontrá-lo em Amdo (Qinghai moderno) em 1578,3
"Depois que Altan Khan fez as pazes com a dinastia Ming em 1571, ele convidou o terceiro hierarca de a Gelug - Sönam Gyatso (1543-1588) - para encontrá-lo em Amdo (Qinghai moderno) em 1578, onde acidentalmente concedeu a ele e seus dois antecessores com o título de Dalai Lama - Professor de o Oceano.",PTOIE-Flair,Altan Khan,convidou,o terceiro hierarca de a Gelug - Sönam Gyatso,3
"Depois que Altan Khan fez as pazes com a dinastia Ming em 1571, ele convidou o terceiro hierarca de a Gelug - Sönam Gyatso (1543-1588) - para encontrá-lo em Amdo (Qinghai moderno) em 1578, onde acidentalmente concedeu a ele e seus dois antecessores com o título de Dalai Lama - Professor de o Oceano.",respostas_gpt5.5_mini,Altan Khan,convidou,o terceiro hierarca de a Gelug - Sönam Gyatso (1543-1588) - para encontrá-lo em Amdo (Qinghai moderno) em 1578,3
"Embora não tenha sido registrada em nenhum registro oficial chinês, a biografia de Sonam Gyatso afirma que Wanli novamente conferiu títulos a Sonam Gyatso em 1588 e o convidou para Pequim por a segunda vez, mas Sonam Gyatso não pôde visitar a China, pois morreu em o mesmo ano em a Mongólia.",Claude_Sonnet5,a biografia de Sonam Gyatso,afirma,que Wanli novamente conferiu títulos a Sonam Gyatso em 1588 e o convidou para Pequim por a segunda vez,3
"Sem mencionar o papel de os mongóis, o China Daily afirma que foi a sucessiva dinastia Qing que estabeleceu o título de Dalai Lama e seu poder em o Tibete Em 1653, o imperador Qing concedeu um título honorífico a o quinto Dalai Lama e depois o fez.",Claude_Sonnet5,o China Daily,afirma,que foi a sucessiva dinastia Qing que estabeleceu o título de Dalai Lama e seu poder em o Tibete,3
"Sem mencionar o papel de os mongóis, o China Daily afirma que foi a sucessiva dinastia Qing que estabeleceu o título de Dalai Lama e seu poder em o Tibete Em 1653, o imperador Qing concedeu um título honorífico a o quinto Dalai Lama e depois o fez.",Claude_Sonnet5,a sucessiva dinastia Qing,estabeleceu,o título de Dalai Lama,3
"Sem mencionar o papel de os mongóis, o China Daily afirma que foi a sucessiva dinastia Qing que estabeleceu o título de Dalai Lama e seu poder em o Tibete Em 1653, o imperador Qing concedeu um título honorífico a o quinto Dalai Lama e depois o fez.",Grok4.0Fast,o China Daily,afirma,que foi a sucessiva dinastia Qing que estabeleceu o título de Dalai Lama e seu poder em o Tibete,3
"Sem mencionar o papel de os mongóis, o China Daily afirma que foi a sucessiva dinastia Qing que estabeleceu o título de Dalai Lama e seu poder em o Tibete Em 1653, o imperador Qing concedeu um título honorífico a o quinto Dalai Lama e depois o fez.",Grok4.0Fast,a sucessiva dinastia Qing,estabeleceu,o título de Dalai Lama,3
