sentence,modelo_exemplo,arg1,rel,arg2,n_modelos_concordando
"Güshi Khan aceitou seu papel de protetor e, de 1637 a 1640, ele não apenas derrotou os inimigos de os Gelugpas em as regiões Amdo e Kham, mas também reassentou toda a sua tribo em Amdo.",Grok4.0Fast,Güshi Khan,derrotou,os inimigos de os Gelugpas,3
"Güshi Khan aceitou seu papel de protetor e, de 1637 a 1640, ele não apenas derrotou os inimigos de os Gelugpas em as regiões Amdo e Kham, mas também reassentou toda a sua tribo em Amdo.",respostas_gpt5.5_mini,Güshi Khan,derrotou,os inimigos de os Gelugpas,3
"A Apple lançou um novo conector dock de 8 pinos, chamado Relâmpago, em 12 de setembro de 2012, com o anúncio de o iPhone 5, de o iPod Touch de quinta geração e de o iPod Nano de a sétima geração, todos com esse recurso.",Claude_Sonnet5,um novo conector dock de 8 pinos,é chamado,Relâmpago,3
"A Apple lançou um novo conector dock de 8 pinos, chamado Relâmpago, em 12 de setembro de 2012, com o anúncio de o iPhone 5, de o iPod Touch de quinta geração e de o iPod Nano de a sétima geração, todos com esse recurso.",Grok4.0Fast,um novo conector dock de 8 pinos,é chamado,Relâmpago,3
"A Apple lançou um novo conector dock de 8 pinos, chamado Relâmpago, em 12 de setembro de 2012, com o anúncio de o iPhone 5, de o iPod Touch de quinta geração e de o iPod Nano de a sétima geração, todos com esse recurso.",respostas_gpt5.5_mini,um novo conector dock de 8 pinos,é chamado,Relâmpago,3
Os Estados Unidos compartilharam algumas de suas imagens de satélite de as áreas atingidas por o terremoto com as Autoridades chinesas.,Claude_Sonnet5,Os Estados Unidos,compartilharam,algumas de suas imagens de satélite de as áreas atingidas por o terremoto,3
Os Estados Unidos compartilharam algumas de suas imagens de satélite de as áreas atingidas por o terremoto com as Autoridades chinesas.,Grok4.0Fast,Os Estados Unidos,compartilharam,algumas de suas imagens de satélite de as áreas atingidas por o terremoto,3
Os Estados Unidos compartilharam algumas de suas imagens de satélite de as áreas atingidas por o terremoto com as Autoridades chinesas.,respostas_gpt5.5_mini,Os Estados Unidos,compartilharam,algumas de suas imagens de satélite de as áreas atingidas por o terremoto,3
"Nova York - freqüentemente chamada Cidade de Nova York ou Cidade de Nova York para distingui-la de o Estado de Nova York, de o qual faz parte - é a cidade mais populosa de os Estados Unidos e o centro de a área metropolitana de Nova York, o principal portal de imigração legal para os Estados Unidos e uma de as aglomerações urbanas mais populosas de o mundo.",Claude_Sonnet5,Nova York,é freqüentemente chamada,Cidade de Nova York,3
"Nova York - freqüentemente chamada Cidade de Nova York ou Cidade de Nova York para distingui-la de o Estado de Nova York, de o qual faz parte - é a cidade mais populosa de os Estados Unidos e o centro de a área metropolitana de Nova York, o principal portal de imigração legal para os Estados Unidos e uma de as aglomerações urbanas mais populosas de o mundo.",Claude_Sonnet5,Nova York,é,o centro de a área metropolitana de Nova York,3
"Nova York - freqüentemente chamada Cidade de Nova York ou Cidade de Nova York para distingui-la de o Estado de Nova York, de o qual faz parte - é a cidade mais populosa de os Estados Unidos e o centro de a área metropolitana de Nova York, o principal portal de imigração legal para os Estados Unidos e uma de as aglomerações urbanas mais populosas de o mundo.",Grok4.0Fast,Nova York,é freqüentemente chamada,Cidade de Nova York,3
"Nova York - freqüentemente chamada Cidade de Nova York ou Cidade de Nova York para distingui-la de o Estado de Nova York, de o qual faz parte - é a cidade mais populosa de os Estados Unidos e o centro de a área metropolitana de Nova York, o principal portal de imigração legal para os Estados Unidos e uma de as aglomerações urbanas mais populosas de o mundo.",Grok4.0Fast,Nova York,é,o centro de a área metropolitana de Nova York,3
"Nova York - freqüentemente chamada Cidade de Nova York ou Cidade de Nova York para distingui-la de o Estado de Nova York, de o qual faz parte - é a cidade mais populosa de os Estados Unidos e o centro de a área metropolitana de Nova York, o principal portal de imigração legal para os Estados Unidos e uma de as aglomerações urbanas mais populosas de o mundo.",respostas_gpt5.5_mini,Nova York,é frequentemente chamada,Cidade de Nova York,3
"Nova York - freqüentemente chamada Cidade de Nova York ou Cidade de Nova York para distingui-la de o Estado de Nova York, de o qual faz parte - é a cidade mais populosa de os Estados Unidos e o centro de a área metropolitana de Nova York, o principal portal de imigração legal para os Estados Unidos e uma de as aglomerações urbanas mais populosas de o mundo.",respostas_gpt5.5_mini,Nova York,é,o centro de a área metropolitana de Nova York,3
"A Batalha de Long Island, a maior batalha de a Guerra Revolucionária Americana, foi travada em agosto de 1776, inteiramente em o bairro moderno de o Brooklyn.",Claude_Sonnet5,A Batalha de Long Island,é,a maior batalha de a Guerra Revolucionária Americana,3
"A Batalha de Long Island, a maior batalha de a Guerra Revolucionária Americana, foi travada em agosto de 1776, inteiramente em o bairro moderno de o Brooklyn.",Grok4.0Fast,A Batalha de Long Island,é,a maior batalha de a Guerra Revolucionária Americana,3
"A Batalha de Long Island, a maior batalha de a Guerra Revolucionária Americana, foi travada em agosto de 1776, inteiramente em o bairro moderno de o Brooklyn.",respostas_gpt5.5_mini,A Batalha de Long Island,é,a maior batalha de a Guerra Revolucionária Americana,3
"O ponto mais alto de a cidade é Todt Hill, em Staten Island, que, a 124,9 m acima de o nível de o mar, é o ponto mais alto de a costa leste de o sul de o Maine.",Claude_Sonnet5,Todt Hill,é,o ponto mais alto de a costa leste de o sul de o Maine,3
"O ponto mais alto de a cidade é Todt Hill, em Staten Island, que, a 124,9 m acima de o nível de o mar, é o ponto mais alto de a costa leste de o sul de o Maine.",Grok4.0Fast,Todt Hill,é,o ponto mais alto de a costa leste de o sul de o Maine,3
"O ponto mais alto de a cidade é Todt Hill, em Staten Island, que, a 124,9 m acima de o nível de o mar, é o ponto mais alto de a costa leste de o sul de o Maine.",respostas_gpt5.5_mini,Todt Hill,é,o ponto mais alto de a costa leste de o sul de o Maine,3
"A cidade de Nova York possui um alto grau de disparidade de renda, conforme indicado por o seu coeficiente de Gini de 0,5 para a cidade em geral e 0,6 para Manhattan.",Claude_Sonnet5,A cidade de Nova York,possui,um alto grau de disparidade de renda,3
"A cidade de Nova York possui um alto grau de disparidade de renda, conforme indicado por o seu coeficiente de Gini de 0,5 para a cidade em geral e 0,6 para Manhattan.",Grok4.0Fast,A cidade de Nova York,possui,um alto grau de disparidade de renda,3
"A cidade de Nova York possui um alto grau de disparidade de renda, conforme indicado por o seu coeficiente de Gini de 0,5 para a cidade em geral e 0,6 para Manhattan.",respostas_gpt5.5_mini,A cidade de Nova York,possui,um alto grau de disparidade de renda,3
"A frota de ônibus públicos de a cidade de Nova York é a maior de a América de o Norte, e o Port Authority Bus Terminal, o principal terminal de ônibus interurbano de a cidade, atende 7.000 ônibus e 200.000 passageiros diariamente, tornando-se a estação de ônibus mais movimentada de o mundo.",Claude_Sonnet5,o Port Authority Bus Terminal,é,o principal terminal de ônibus interurbano de a cidade de Nova York,3
"A frota de ônibus públicos de a cidade de Nova York é a maior de a América de o Norte, e o Port Authority Bus Terminal, o principal terminal de ônibus interurbano de a cidade, atende 7.000 ônibus e 200.000 passageiros diariamente, tornando-se a estação de ônibus mais movimentada de o mundo.",Grok4.0Fast,o Port Authority Bus Terminal,é,o principal terminal de ônibus interurbano de a cidade,3
"A frota de ônibus públicos de a cidade de Nova York é a maior de a América de o Norte, e o Port Authority Bus Terminal, o principal terminal de ônibus interurbano de a cidade, atende 7.000 ônibus e 200.000 passageiros diariamente, tornando-se a estação de ônibus mais movimentada de o mundo.",respostas_gpt5.5_mini,o Port Authority Bus Terminal,é,o principal terminal de ônibus interurbano de a cidade,3
"Eu amo Nova Iorque (estilizado I ❤ NY) é um logotipo e uma música que são a base de uma campanha publicitária e são usados desde 1977 para promover o turismo em a cidade de Nova York e, posteriormente, também para promover o Estado de Nova York.",Claude_Sonnet5,Eu amo Nova Iorque,é,um logotipo,3
"Eu amo Nova Iorque (estilizado I ❤ NY) é um logotipo e uma música que são a base de uma campanha publicitária e são usados desde 1977 para promover o turismo em a cidade de Nova York e, posteriormente, também para promover o Estado de Nova York.",Claude_Sonnet5,Eu amo Nova Iorque,é,uma música,3
"Eu amo Nova Iorque (estilizado I ❤ NY) é um logotipo e uma música que são a base de uma campanha publicitária e são usados desde 1977 para promover o turismo em a cidade de Nova York e, posteriormente, também para promover o Estado de Nova York.",Grok4.0Fast,Eu amo Nova Iorque,é,um logotipo,3
"Eu amo Nova Iorque (estilizado I ❤ NY) é um logotipo e uma música que são a base de uma campanha publicitária e são usados desde 1977 para promover o turismo em a cidade de Nova York e, posteriormente, também para promover o Estado de Nova York.",Grok4.0Fast,Eu amo Nova Iorque,é,uma música,3
"Eu amo Nova Iorque (estilizado I ❤ NY) é um logotipo e uma música que são a base de uma campanha publicitária e são usados desde 1977 para promover o turismo em a cidade de Nova York e, posteriormente, também para promover o Estado de Nova York.",respostas_gpt5.5_mini,Eu amo Nova Iorque,é,um logotipo,3
"Eu amo Nova Iorque (estilizado I ❤ NY) é um logotipo e uma música que são a base de uma campanha publicitária e são usados desde 1977 para promover o turismo em a cidade de Nova York e, posteriormente, também para promover o Estado de Nova York.",respostas_gpt5.5_mini,Eu amo Nova Iorque,é,uma música,3
"O alabamiano nativo Allen Barra criticou Lee e o romance em o The Wall Street Journal, chamando o Atticus de repositório de epigramas de barril de cracker e o romance representa um mito coberto de açúcar de a história de o Alabama.",Claude_Sonnet5,O alabamiano nativo Allen Barra,criticou,Lee,3
"O alabamiano nativo Allen Barra criticou Lee e o romance em o The Wall Street Journal, chamando o Atticus de repositório de epigramas de barril de cracker e o romance representa um mito coberto de açúcar de a história de o Alabama.",Claude_Sonnet5,O alabamiano nativo Allen Barra,criticou,o romance,3
"O alabamiano nativo Allen Barra criticou Lee e o romance em o The Wall Street Journal, chamando o Atticus de repositório de epigramas de barril de cracker e o romance representa um mito coberto de açúcar de a história de o Alabama.",Grok4.0Fast,O alabamiano nativo Allen Barra,criticou,Lee,3
"O alabamiano nativo Allen Barra criticou Lee e o romance em o The Wall Street Journal, chamando o Atticus de repositório de epigramas de barril de cracker e o romance representa um mito coberto de açúcar de a história de o Alabama.",Grok4.0Fast,O alabamiano nativo Allen Barra,criticou,o romance,3
"O alabamiano nativo Allen Barra criticou Lee e o romance em o The Wall Street Journal, chamando o Atticus de repositório de epigramas de barril de cracker e o romance representa um mito coberto de açúcar de a história de o Alabama.",respostas_gpt5.5_mini,O alabamiano nativo Allen Barra,criticou,Lee,3
"O alabamiano nativo Allen Barra criticou Lee e o romance em o The Wall Street Journal, chamando o Atticus de repositório de epigramas de barril de cracker e o romance representa um mito coberto de açúcar de a história de o Alabama.",respostas_gpt5.5_mini,O alabamiano nativo Allen Barra,criticou,o romance,3
"O pai de Lee morreu antes de o lançamento de o filme, e Lee ficou tão impressionado com a performance de Peck que ela lhe deu um relógio de bolso de o pai, que ele tinha com ele em a noite em que recebeu o Oscar de melhor ator.",Claude_Sonnet5,Lee,ficou tão impressionado com,a performance de Peck,3
"O pai de Lee morreu antes de o lançamento de o filme, e Lee ficou tão impressionado com a performance de Peck que ela lhe deu um relógio de bolso de o pai, que ele tinha com ele em a noite em que recebeu o Oscar de melhor ator.",Grok4.0Fast,Lee,ficou impressionado com,a performance de Peck,3
"O pai de Lee morreu antes de o lançamento de o filme, e Lee ficou tão impressionado com a performance de Peck que ela lhe deu um relógio de bolso de o pai, que ele tinha com ele em a noite em que recebeu o Oscar de melhor ator.",respostas_gpt5.5_mini,Lee,ficou tão impressionado com,a performance de Peck,3
"O Império Samanida, 819 a 999, restaurou o controle persa de a região e ampliou as cidades de Samarcanda e Bukhara (hoje as duas cidades fazem parte de o Uzbequistão), que se tornaram os centros culturais de o Irã e a região era conhecida como Khorasan.",Claude_Sonnet5,O Império Samanida,restaurou,o controle persa de a região,3
"O Império Samanida, 819 a 999, restaurou o controle persa de a região e ampliou as cidades de Samarcanda e Bukhara (hoje as duas cidades fazem parte de o Uzbequistão), que se tornaram os centros culturais de o Irã e a região era conhecida como Khorasan.",Grok4.0Fast,O Império Samanida,restaurou,o controle persa de a região,3
"O Império Samanida, 819 a 999, restaurou o controle persa de a região e ampliou as cidades de Samarcanda e Bukhara (hoje as duas cidades fazem parte de o Uzbequistão), que se tornaram os centros culturais de o Irã e a região era conhecida como Khorasan.",respostas_gpt5.5_mini,O Império Samanida,restaurou,o controle persa de a região,3
"Com a ocupação de Napoleão, Portugal começou um declínio lento, mas inexorável, que durou até o século XX.",Claude_Sonnet5,Portugal,começou,"um declínio lento, mas inexorável",3
"Com a ocupação de Napoleão, Portugal começou um declínio lento, mas inexorável, que durou até o século XX.",Grok4.0Fast,Portugal,começou,"um declínio lento, mas inexorável",3
"Com a ocupação de Napoleão, Portugal começou um declínio lento, mas inexorável, que durou até o século XX.",respostas_gpt5.5_mini,Portugal,começou,"um declínio lento, mas inexorável",3
"Mais tarde, uma província de o norte de a Lusitânia foi formada, conhecida como Gallaecia, com capital em Bracara Augusta, hoje Braga.",Claude_Sonnet5,uma província de o norte de a Lusitânia,era conhecida como,Gallaecia,3
"Mais tarde, uma província de o norte de a Lusitânia foi formada, conhecida como Gallaecia, com capital em Bracara Augusta, hoje Braga.",Grok4.0Fast,uma província de o norte de a Lusitânia,é conhecida como,Gallaecia,3
"Mais tarde, uma província de o norte de a Lusitânia foi formada, conhecida como Gallaecia, com capital em Bracara Augusta, hoje Braga.",respostas_gpt5.5_mini,uma província de o norte de a Lusitânia,é conhecida como,Gallaecia,3
Os berberes eram originalmente de as montanhas de o Atlas e Rif de o norte de a África e eram essencialmente nômades.,Claude_Sonnet5,Os berberes,eram originalmente de,as montanhas de o Rif de o norte de a África,3
Os berberes eram originalmente de as montanhas de o Atlas e Rif de o norte de a África e eram essencialmente nômades.,Grok4.0Fast,Os berberes,eram originalmente de,as montanhas de o Atlas e Rif de o norte de a África,3
Os berberes eram originalmente de as montanhas de o Atlas e Rif de o norte de a África e eram essencialmente nômades.,respostas_gpt5.5_mini,Os berberes,eram originalmente de,as montanhas de o Atlas e Rif de o norte de a África,3
"O banco central de Portugal é o Banco de Portugal, parte integrante de o Sistema Europeu de Bancos Centrais.",Claude_Sonnet5,O banco central de Portugal,é,o Banco de Portugal,3
"O banco central de Portugal é o Banco de Portugal, parte integrante de o Sistema Europeu de Bancos Centrais.",Grok4.0Fast,O banco central de Portugal,é,o Banco de Portugal,3
"O banco central de Portugal é o Banco de Portugal, parte integrante de o Sistema Europeu de Bancos Centrais.",respostas_gpt5.5_mini,O banco central de Portugal,é,o Banco de Portugal,3
"Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.",Claude_Sonnet5,Os pontos turísticos mais procurados em Portugal,são,Lisboa,3
"Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.",Claude_Sonnet5,Os pontos turísticos mais procurados em Portugal,são,Algarve,3
"Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.",Claude_Sonnet5,Os pontos turísticos mais procurados em Portugal,são,Madeira,3
"Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.",Claude_Sonnet5,Os pontos turísticos mais procurados em Portugal,são,Porto,3
"Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.",Claude_Sonnet5,Os pontos turísticos mais procurados em Portugal,são,a cidade de Coimbra,3
"Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.",Grok4.0Fast,Os pontos turísticos mais procurados em Portugal,são,Lisboa,3
"Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.",Grok4.0Fast,Os pontos turísticos mais procurados em Portugal,são,Algarve,3
"Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.",Grok4.0Fast,Os pontos turísticos mais procurados em Portugal,são,Madeira,3
"Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.",Grok4.0Fast,Os pontos turísticos mais procurados em Portugal,são,Porto,3
"Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.",Grok4.0Fast,Os pontos turísticos mais procurados em Portugal,são,a cidade de Coimbra,3
"Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.",respostas_gpt5.5_mini,Os pontos turísticos mais procurados em Portugal,são,Lisboa,3
"Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.",respostas_gpt5.5_mini,Os pontos turísticos mais procurados em Portugal,são,Algarve,3
"Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.",respostas_gpt5.5_mini,Os pontos turísticos mais procurados em Portugal,são,Madeira,3
