sentence,modelo_exemplo,arg1,rel,arg2,n_modelos_concordando
Os Estados Unidos compartilharam algumas de suas imagens de satélite de as áreas atingidas por o terremoto com as Autoridades chinesas.,Grok4.0Fast,Os Estados Unidos,compartilharam com,as Autoridades chinesas,3
Os Estados Unidos compartilharam algumas de suas imagens de satélite de as áreas atingidas por o terremoto com as Autoridades chinesas.,respostas_gpt5.5_mini,Os Estados Unidos,compartilharam,algumas de suas imagens de satélite de as áreas atingidas por o terremoto,3
Os Estados Unidos compartilharam algumas de suas imagens de satélite de as áreas atingidas por o terremoto com as Autoridades chinesas.,respostas_gpt5.5_mini,Os Estados Unidos,compartilharam com,as Autoridades chinesas,3
"A cidade de Nova York possui um alto grau de disparidade de renda, conforme indicado por o seu coeficiente de Gini de 0,5 para a cidade em geral e 0,6 para Manhattan.",Claude_Sonnet5,A cidade de Nova York,possui,um alto grau de disparidade de renda,3
"A cidade de Nova York possui um alto grau de disparidade de renda, conforme indicado por o seu coeficiente de Gini de 0,5 para a cidade em geral e 0,6 para Manhattan.",Grok4.0Fast,A cidade de Nova York,possui,um alto grau de disparidade de renda,3
"A cidade de Nova York possui um alto grau de disparidade de renda, conforme indicado por o seu coeficiente de Gini de 0,5 para a cidade em geral e 0,6 para Manhattan.",respostas_gpt5.5_mini,A cidade de Nova York,possui,um alto grau de disparidade de renda,3
"A cidade de Nova York está localizada em um de os maiores portos naturais de o mundo, e os bairros de Manhattan e Staten Island são (principalmente) coterminosos com ilhas com os mesmos nomes, enquanto Queens e Brooklyn estão localizadas em a extremidade oeste de a maior Ilha Longa, e O Bronx está localizado em a ponta sul de o continente de o estado de Nova York.",Claude_Sonnet5,O Bronx,está localizado em,a ponta sul de o continente de o estado de Nova York,3
"A cidade de Nova York está localizada em um de os maiores portos naturais de o mundo, e os bairros de Manhattan e Staten Island são (principalmente) coterminosos com ilhas com os mesmos nomes, enquanto Queens e Brooklyn estão localizadas em a extremidade oeste de a maior Ilha Longa, e O Bronx está localizado em a ponta sul de o continente de o estado de Nova York.",Grok4.0Fast,O Bronx,está localizado em,a ponta sul de o continente de o estado de Nova York,3
"A cidade de Nova York está localizada em um de os maiores portos naturais de o mundo, e os bairros de Manhattan e Staten Island são (principalmente) coterminosos com ilhas com os mesmos nomes, enquanto Queens e Brooklyn estão localizadas em a extremidade oeste de a maior Ilha Longa, e O Bronx está localizado em a ponta sul de o continente de o estado de Nova York.",respostas_gpt5.5_mini,O Bronx,está localizado em,a ponta sul de o continente de o estado de Nova York,3
"O alabamiano nativo Allen Barra criticou Lee e o romance em o The Wall Street Journal, chamando o Atticus de repositório de epigramas de barril de cracker e o romance representa um mito coberto de açúcar de a história de o Alabama.",Claude_Sonnet5,O alabamiano nativo Allen Barra,criticou,Lee,3
"O alabamiano nativo Allen Barra criticou Lee e o romance em o The Wall Street Journal, chamando o Atticus de repositório de epigramas de barril de cracker e o romance representa um mito coberto de açúcar de a história de o Alabama.",Claude_Sonnet5,O alabamiano nativo Allen Barra,criticou,o romance,3
"O alabamiano nativo Allen Barra criticou Lee e o romance em o The Wall Street Journal, chamando o Atticus de repositório de epigramas de barril de cracker e o romance representa um mito coberto de açúcar de a história de o Alabama.",Grok4.0Fast,O alabamiano nativo Allen Barra,criticou,Lee,3
"O alabamiano nativo Allen Barra criticou Lee e o romance em o The Wall Street Journal, chamando o Atticus de repositório de epigramas de barril de cracker e o romance representa um mito coberto de açúcar de a história de o Alabama.",Grok4.0Fast,O alabamiano nativo Allen Barra,criticou,o romance,3
"O alabamiano nativo Allen Barra criticou Lee e o romance em o The Wall Street Journal, chamando o Atticus de repositório de epigramas de barril de cracker e o romance representa um mito coberto de açúcar de a história de o Alabama.",respostas_gpt5.5_mini,O alabamiano nativo Allen Barra,criticou,Lee,3
"O alabamiano nativo Allen Barra criticou Lee e o romance em o The Wall Street Journal, chamando o Atticus de repositório de epigramas de barril de cracker e o romance representa um mito coberto de açúcar de a história de o Alabama.",respostas_gpt5.5_mini,O alabamiano nativo Allen Barra,criticou,o romance,3
"O pai de Lee morreu antes de o lançamento de o filme, e Lee ficou tão impressionado com a performance de Peck que ela lhe deu um relógio de bolso de o pai, que ele tinha com ele em a noite em que recebeu o Oscar de melhor ator.",Claude_Sonnet5,ela,deu,um relógio de bolso de o pai,3
"O pai de Lee morreu antes de o lançamento de o filme, e Lee ficou tão impressionado com a performance de Peck que ela lhe deu um relógio de bolso de o pai, que ele tinha com ele em a noite em que recebeu o Oscar de melhor ator.",Claude_Sonnet5,ele,recebeu,o Oscar de melhor ator,3
"O pai de Lee morreu antes de o lançamento de o filme, e Lee ficou tão impressionado com a performance de Peck que ela lhe deu um relógio de bolso de o pai, que ele tinha com ele em a noite em que recebeu o Oscar de melhor ator.",Grok4.0Fast,ela,deu,um relógio de bolso de o pai,3
"O pai de Lee morreu antes de o lançamento de o filme, e Lee ficou tão impressionado com a performance de Peck que ela lhe deu um relógio de bolso de o pai, que ele tinha com ele em a noite em que recebeu o Oscar de melhor ator.",Grok4.0Fast,ele,recebeu,o Oscar de melhor ator,3
"O pai de Lee morreu antes de o lançamento de o filme, e Lee ficou tão impressionado com a performance de Peck que ela lhe deu um relógio de bolso de o pai, que ele tinha com ele em a noite em que recebeu o Oscar de melhor ator.",respostas_gpt5.5_mini,ela,deu,um relógio de bolso de o pai,3
"O pai de Lee morreu antes de o lançamento de o filme, e Lee ficou tão impressionado com a performance de Peck que ela lhe deu um relógio de bolso de o pai, que ele tinha com ele em a noite em que recebeu o Oscar de melhor ator.",respostas_gpt5.5_mini,ele,recebeu,o Oscar de melhor ator,3
"Em 2010, houve preocupações entre as autoridades tadjiques de que o militarismo islâmico em o leste de o país estava em ascensão após a fuga de 25 militantes de uma prisão tadjique em agosto, uma emboscada que matou 28 soldados tadjiques em o vale de Rasht em setembro, e outra emboscada em o vale em outubro que matou 30 soldados, seguida de combates fora de Gharm que deixaram 3 militantes mortos.",Claude_Sonnet5,uma emboscada,matou,28 soldados tadjiques,3
"Em 2010, houve preocupações entre as autoridades tadjiques de que o militarismo islâmico em o leste de o país estava em ascensão após a fuga de 25 militantes de uma prisão tadjique em agosto, uma emboscada que matou 28 soldados tadjiques em o vale de Rasht em setembro, e outra emboscada em o vale em outubro que matou 30 soldados, seguida de combates fora de Gharm que deixaram 3 militantes mortos.",Grok4.0Fast,uma emboscada,matou,28 soldados tadjiques,3
"Em 2010, houve preocupações entre as autoridades tadjiques de que o militarismo islâmico em o leste de o país estava em ascensão após a fuga de 25 militantes de uma prisão tadjique em agosto, uma emboscada que matou 28 soldados tadjiques em o vale de Rasht em setembro, e outra emboscada em o vale em outubro que matou 30 soldados, seguida de combates fora de Gharm que deixaram 3 militantes mortos.",respostas_gpt5.5_mini,uma emboscada,matou,28 soldados tadjiques,3
"O Império Samanida, 819 a 999, restaurou o controle persa de a região e ampliou as cidades de Samarcanda e Bukhara (hoje as duas cidades fazem parte de o Uzbequistão), que se tornaram os centros culturais de o Irã e a região era conhecida como Khorasan.",Claude_Sonnet5,O Império Samanida,restaurou,o controle persa de a região,3
"O Império Samanida, 819 a 999, restaurou o controle persa de a região e ampliou as cidades de Samarcanda e Bukhara (hoje as duas cidades fazem parte de o Uzbequistão), que se tornaram os centros culturais de o Irã e a região era conhecida como Khorasan.",Claude_Sonnet5,O Império Samanida,ampliou,as cidades de Samarcanda e Bukhara,3
"O Império Samanida, 819 a 999, restaurou o controle persa de a região e ampliou as cidades de Samarcanda e Bukhara (hoje as duas cidades fazem parte de o Uzbequistão), que se tornaram os centros culturais de o Irã e a região era conhecida como Khorasan.",Claude_Sonnet5,as duas cidades,fazem parte de,o Uzbequistão,3
"O Império Samanida, 819 a 999, restaurou o controle persa de a região e ampliou as cidades de Samarcanda e Bukhara (hoje as duas cidades fazem parte de o Uzbequistão), que se tornaram os centros culturais de o Irã e a região era conhecida como Khorasan.",Grok4.0Fast,O Império Samanida,restaurou,o controle persa de a região,3
"O Império Samanida, 819 a 999, restaurou o controle persa de a região e ampliou as cidades de Samarcanda e Bukhara (hoje as duas cidades fazem parte de o Uzbequistão), que se tornaram os centros culturais de o Irã e a região era conhecida como Khorasan.",Grok4.0Fast,O Império Samanida,ampliou,as cidades de Samarcanda e Bukhara,3
"O Império Samanida, 819 a 999, restaurou o controle persa de a região e ampliou as cidades de Samarcanda e Bukhara (hoje as duas cidades fazem parte de o Uzbequistão), que se tornaram os centros culturais de o Irã e a região era conhecida como Khorasan.",Grok4.0Fast,as duas cidades,fazem parte de,o Uzbequistão,3
"O Império Samanida, 819 a 999, restaurou o controle persa de a região e ampliou as cidades de Samarcanda e Bukhara (hoje as duas cidades fazem parte de o Uzbequistão), que se tornaram os centros culturais de o Irã e a região era conhecida como Khorasan.",respostas_gpt5.5_mini,O Império Samanida,restaurou,o controle persa de a região,3
"O Império Samanida, 819 a 999, restaurou o controle persa de a região e ampliou as cidades de Samarcanda e Bukhara (hoje as duas cidades fazem parte de o Uzbequistão), que se tornaram os centros culturais de o Irã e a região era conhecida como Khorasan.",respostas_gpt5.5_mini,O Império Samanida,ampliou,as cidades de Samarcanda,3
"O Império Samanida, 819 a 999, restaurou o controle persa de a região e ampliou as cidades de Samarcanda e Bukhara (hoje as duas cidades fazem parte de o Uzbequistão), que se tornaram os centros culturais de o Irã e a região era conhecida como Khorasan.",respostas_gpt5.5_mini,as duas cidades,fazem parte de,o Uzbequistão,3
"1916, quando manifestantes atacaram soldados russos em Khujand por uma ameaça de recrutamento forçado durante a Primeira Guerra Mundial.",Claude_Sonnet5,manifestantes,atacaram em,Khujand,3
"1916, quando manifestantes atacaram soldados russos em Khujand por uma ameaça de recrutamento forçado durante a Primeira Guerra Mundial.",Grok4.0Fast,manifestantes,atacaram em,Khujand,3
"1916, quando manifestantes atacaram soldados russos em Khujand por uma ameaça de recrutamento forçado durante a Primeira Guerra Mundial.",respostas_gpt5.5_mini,manifestantes,atacaram em,Khujand,3
"Com a ocupação de Napoleão, Portugal começou um declínio lento, mas inexorável, que durou até o século XX.",Claude_Sonnet5,Portugal,começou,"um declínio lento, mas inexorável",3
"Com a ocupação de Napoleão, Portugal começou um declínio lento, mas inexorável, que durou até o século XX.",Grok4.0Fast,Portugal,começou,"um declínio lento, mas inexorável",3
