sentence,modelo_exemplo,arg1,rel,arg2,n_modelos_concordando
"A própria Wintour aparece rapidamente, e é filmada colocando seus óculos de sol antes de ser entrevistada.",Grok4.0Fast,A própria Wintour,é filmada,colocando seus óculos de sol antes de ser entrevistada,4
"A própria Wintour aparece rapidamente, e é filmada colocando seus óculos de sol antes de ser entrevistada.",respostas_gpt5.5_mini,A própria Wintour,aparece,rapidamente,5
"A própria Wintour aparece rapidamente, e é filmada colocando seus óculos de sol antes de ser entrevistada.",respostas_gpt5.5_mini,A própria Wintour,é filmada,colocando seus óculos de sol antes de ser entrevistada,4
"Olhei para o motocross e quanto mais olhava, continuava a surgir a cara desta mulher, em fotografias que pareciam ser dos anos 70.",Claude_Sonnet5,a cara desta mulher,continuava a surgir,em fotografias que pareciam ser dos anos 70,3
"Olhei para o motocross e quanto mais olhava, continuava a surgir a cara desta mulher, em fotografias que pareciam ser dos anos 70.",Claude_Sonnet5,fotografias,pareciam ser,dos anos 70,4
"Olhei para o motocross e quanto mais olhava, continuava a surgir a cara desta mulher, em fotografias que pareciam ser dos anos 70.",Gemini3.1Pro,a cara desta mulher,continuava a surgir,em fotografias que pareciam ser dos anos 70,3
"Olhei para o motocross e quanto mais olhava, continuava a surgir a cara desta mulher, em fotografias que pareciam ser dos anos 70.",Gemini3.1Pro,fotografias,pareciam ser,dos anos 70,4
"Olhei para o motocross e quanto mais olhava, continuava a surgir a cara desta mulher, em fotografias que pareciam ser dos anos 70.",Grok4.0Fast,a cara desta mulher,continuava a surgir,em fotografias que pareciam ser dos anos 70,3
"Olhei para o motocross e quanto mais olhava, continuava a surgir a cara desta mulher, em fotografias que pareciam ser dos anos 70.",Grok4.0Fast,fotografias,pareciam ser,dos anos 70,4
"Olhei para o motocross e quanto mais olhava, continuava a surgir a cara desta mulher, em fotografias que pareciam ser dos anos 70.",respostas_gpt5.5_mini,fotografias,pareciam ser,dos anos 70,4
"O seu representante de políticas da natureza, Jeff Knott, declarou: ""Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos"".",Claude_Sonnet5,Jeff Knott,é,O seu representante de políticas da natureza,3
"O seu representante de políticas da natureza, Jeff Knott, declarou: ""Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos"".",Claude_Sonnet5,O seu representante de políticas da natureza,declarou,Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos,3
"O seu representante de políticas da natureza, Jeff Knott, declarou: ""Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos"".",Claude_Sonnet5,Jeff Knott,declarou,Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos,3
"O seu representante de políticas da natureza, Jeff Knott, declarou: ""Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos"".",Gemini3.1Pro,Jeff Knott,é,O seu representante de políticas da natureza,3
"O seu representante de políticas da natureza, Jeff Knott, declarou: ""Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos"".",Gemini3.1Pro,O seu representante de políticas da natureza,declarou,"""Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos""",3
"O seu representante de políticas da natureza, Jeff Knott, declarou: ""Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos"".",Gemini3.1Pro,Jeff Knott,declarou,"""Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos""",3
"O seu representante de políticas da natureza, Jeff Knott, declarou: ""Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos"".",Grok4.0Fast,Jeff Knott,é,O seu representante de políticas da natureza,3
"O seu representante de políticas da natureza, Jeff Knott, declarou: ""Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos"".",Grok4.0Fast,O seu representante de políticas da natureza,declarou,"""Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos""",3
"O seu representante de políticas da natureza, Jeff Knott, declarou: ""Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos"".",Grok4.0Fast,Jeff Knott,declarou,"""Eu ficaria espantado se uma proibição ou um licenciamento fosse com base nestes fundamentos""",3
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",Claude_Sonnet5,o autor da petição,é,Mark Avery,4
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",Claude_Sonnet5,Mark Avery,é,o autor da petição,4
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",Claude_Sonnet5,o apresentador de TV,é,Chris Packham,3
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",Claude_Sonnet5,Chris Packham,é,o apresentador de TV,3
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",Gemini3.1Pro,o autor da petição,é,Mark Avery,4
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",Gemini3.1Pro,Mark Avery,é,o autor da petição,4
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",Gemini3.1Pro,o apresentador de TV,é,Chris Packham,3
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",Gemini3.1Pro,Chris Packham,é,o apresentador de TV,3
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",Grok4.0Fast,o autor da petição,é,Mark Avery,4
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",Grok4.0Fast,Mark Avery,é,o autor da petição,4
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",Grok4.0Fast,o apresentador de TV,é,Chris Packham,3
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",Grok4.0Fast,Chris Packham,é,o apresentador de TV,3
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",respostas_gpt5.5_mini,o autor da petição,é,Mark Avery,4
"A postura do RSPB também o colocou em conflito com muitos líderes conservadores, desde o autor da petição, Mark Avery, ao apresentador de TV Chris Packham.",respostas_gpt5.5_mini,Mark Avery,é,o autor da petição,4
Vamos simplesmente dizer que ele está errado.,Claude_Sonnet5,ele,está,errado,5
Vamos simplesmente dizer que ele está errado.,DPTOIE-PY,ele,está,errado,5
Vamos simplesmente dizer que ele está errado.,Gemini3.1Pro,ele,está,errado,5
Vamos simplesmente dizer que ele está errado.,Grok4.0Fast,ele,está,errado,5
Vamos simplesmente dizer que ele está errado.,respostas_gpt5.5_mini,ele,está,errado,5
"Nisto, um ponto diário em Marrocos será em pleno sábado, quando países desenvolvidos se questionam publicamente sobre seus planos e ambições.",Claude_Sonnet5,um ponto diário em Marrocos,será,em pleno sábado,4
"Nisto, um ponto diário em Marrocos será em pleno sábado, quando países desenvolvidos se questionam publicamente sobre seus planos e ambições.",Claude_Sonnet5,um ponto diário em Marrocos,será,"em pleno sábado, quando países desenvolvidos se questionam publicamente sobre seus planos e ambições",3
"Nisto, um ponto diário em Marrocos será em pleno sábado, quando países desenvolvidos se questionam publicamente sobre seus planos e ambições.",DPTOIE-PY,um ponto diário em Marrocos,será,em pleno sábado,4
"Nisto, um ponto diário em Marrocos será em pleno sábado, quando países desenvolvidos se questionam publicamente sobre seus planos e ambições.",Gemini3.1Pro,um ponto diário em Marrocos,será,"em pleno sábado, quando países desenvolvidos se questionam publicamente sobre seus planos e ambições",3
"Nisto, um ponto diário em Marrocos será em pleno sábado, quando países desenvolvidos se questionam publicamente sobre seus planos e ambições.",Gemini3.1Pro,um ponto diário em Marrocos,será,em pleno sábado,4
"Nisto, um ponto diário em Marrocos será em pleno sábado, quando países desenvolvidos se questionam publicamente sobre seus planos e ambições.",Gemini3.1Pro,países desenvolvidos,se questionam,publicamente sobre seus planos e ambições,3
"Nisto, um ponto diário em Marrocos será em pleno sábado, quando países desenvolvidos se questionam publicamente sobre seus planos e ambições.",Grok4.0Fast,um ponto diário em Marrocos,será,"em pleno sábado, quando países desenvolvidos se questionam publicamente sobre seus planos e ambições",3
"Nisto, um ponto diário em Marrocos será em pleno sábado, quando países desenvolvidos se questionam publicamente sobre seus planos e ambições.",Grok4.0Fast,países desenvolvidos,se questionam,publicamente sobre seus planos e ambições,3
"Nisto, um ponto diário em Marrocos será em pleno sábado, quando países desenvolvidos se questionam publicamente sobre seus planos e ambições.",respostas_gpt5.5_mini,um ponto diário em Marrocos,será,em pleno sábado,4
"Nisto, um ponto diário em Marrocos será em pleno sábado, quando países desenvolvidos se questionam publicamente sobre seus planos e ambições.",respostas_gpt5.5_mini,países desenvolvidos,se questionam,publicamente sobre seus planos e ambições,3
"Estamos ativamente à procura de formas possíveis de limitar o âmbito do litígio para apenas aqueles que tenham uma posição real no projeto, foi citado.",Claude_Sonnet5,aqueles,tenham,uma posição real no projeto,3
"Estamos ativamente à procura de formas possíveis de limitar o âmbito do litígio para apenas aqueles que tenham uma posição real no projeto, foi citado.",Gemini3.1Pro,aqueles,tenham,uma posição real no projeto,3
"Estamos ativamente à procura de formas possíveis de limitar o âmbito do litígio para apenas aqueles que tenham uma posição real no projeto, foi citado.",respostas_gpt5.5_mini,aqueles,tenham,uma posição real no projeto,3
"O bacalhau do mar Céltico pode colapsar, sem os limites propostos, disse um oficial da UE.",Claude_Sonnet5,O bacalhau do mar Céltico,pode colapsar,sem os limites propostos,5
"O bacalhau do mar Céltico pode colapsar, sem os limites propostos, disse um oficial da UE.",Claude_Sonnet5,um oficial da UE,disse,"O bacalhau do mar Céltico pode colapsar, sem os limites propostos",4
"O bacalhau do mar Céltico pode colapsar, sem os limites propostos, disse um oficial da UE.",DPTOIE-PY,O bacalhau de o mar Céltico,pode colapsar,sem os limites propostos,5
"O bacalhau do mar Céltico pode colapsar, sem os limites propostos, disse um oficial da UE.",Gemini3.1Pro,um oficial da UE,disse,"O bacalhau do mar Céltico pode colapsar, sem os limites propostos",4
"O bacalhau do mar Céltico pode colapsar, sem os limites propostos, disse um oficial da UE.",Gemini3.1Pro,O bacalhau do mar Céltico,pode colapsar,sem os limites propostos,5
"O bacalhau do mar Céltico pode colapsar, sem os limites propostos, disse um oficial da UE.",Grok4.0Fast,O bacalhau do mar Céltico,pode colapsar,sem os limites propostos,5
"O bacalhau do mar Céltico pode colapsar, sem os limites propostos, disse um oficial da UE.",Grok4.0Fast,um oficial da UE,disse,"O bacalhau do mar Céltico pode colapsar, sem os limites propostos",4
"O bacalhau do mar Céltico pode colapsar, sem os limites propostos, disse um oficial da UE.",respostas_gpt5.5_mini,O bacalhau do mar Céltico,pode colapsar,sem os limites propostos,5
"O bacalhau do mar Céltico pode colapsar, sem os limites propostos, disse um oficial da UE.",respostas_gpt5.5_mini,um oficial da UE,disse,que o bacalhau do mar Céltico pode colapsar sem os limites propostos,4
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",Claude_Sonnet5,você,souber,como pesquisar,3
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",Claude_Sonnet5,o Dr. Lee,acrescenta,muitos destes mercados estão facilmente acessíveis se você souber como pesquisar,4
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",DPTOIE-PY,O Agora,foi,apenas por convite,4
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",Gemini3.1Pro,o Dr. Lee,acrescenta,"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar",4
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",Gemini3.1Pro,O Agora,foi,apenas por convite,4
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",Gemini3.1Pro,muitos destes mercados,estão,facilmente acessíveis se você souber como pesquisar,3
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",Gemini3.1Pro,você,souber,como pesquisar,3
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",Grok4.0Fast,O Agora,foi,apenas por convite,4
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",Grok4.0Fast,muitos destes mercados,estão,facilmente acessíveis se você souber como pesquisar,3
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",Grok4.0Fast,o Dr. Lee,acrescenta,"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar",4
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",respostas_gpt5.5_mini,O Agora,foi,apenas por convite,4
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",respostas_gpt5.5_mini,muitos destes mercados,estão,facilmente acessíveis se você souber como pesquisar,3
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",respostas_gpt5.5_mini,você,souber,como pesquisar,3
"O Agora foi apenas por convite, mas muitos destes mercados estão facilmente acessíveis se você souber como pesquisar, acrescenta o Dr. Lee.",respostas_gpt5.5_mini,o Dr. Lee,acrescenta,que muitos destes mercados estão facilmente acessíveis se você souber como pesquisar,4
"Eles não os tinham no nosso tempo, e pessoas sem crianças se expressam através da sua desaprovação, o seu ódio pela parentalidade moderna.",Gemini3.1Pro,pessoas sem crianças,se expressam,"através da sua desaprovação, o seu ódio pela parentalidade moderna",3
